Name,Nationality,Position_int,Position,Rating,Height,Weight,Preffered_Foot,Age,Work_Rate1,Work_Rate2,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Dominik Stroh-Engel,Germany,9,ST,69,195,91,1,31,1,1,4,2,67,58,25,23,43,66,67,70,29,46,73,31,62,42,53,69,69,90,32,36,34,77,72,68,57,55,52,82,56,11,15,13,15,13
Guillermo RodrÃ­guez,Uruguay,2,CB,69,185,75,1,33,0,2,3,2,55,31,68,71,71,71,51,29,74,28,73,24,55,55,54,54,54,74,63,54,74,68,53,20,41,47,53,43,30,12,12,5,15,10
Axel Bellinghausen,Germany,4,LM,69,182,80,0,33,2,2,2,2,64,67,60,68,67,85,70,66,62,65,70,71,66,65,74,81,89,71,64,64,71,58,70,53,63,71,63,58,59,10,7,14,12,12
David Wheater,England,2,CB,69,196,87,1,30,1,2,3,2,50,44,72,65,70,78,63,48,66,48,54,29,57,63,47,51,70,90,30,44,33,68,64,34,27,39,26,26,55,12,13,7,15,11
Adam Larsen Kwarasey,Ghana,0,GK,69,190,88,1,29,1,1,3,1,19,15,14,14,13,34,71,14,23,42,34,18,43,28,61,53,36,74,60,63,73,14,22,13,13,11,12,14,10,66,66,67,71,69
NicolÃ¡s Navarro,Argentina,0,GK,69,191,87,0,32,1,1,3,1,25,19,16,19,14,31,68,12,17,41,61,18,35,22,50,52,37,52,41,58,53,15,16,17,15,16,20,23,20,68,69,68,68,69
Gabriel Agbonlahor,England,9,ST,69,180,79,1,30,1,2,3,3,70,72,48,20,32,81,50,61,20,61,50,64,61,54,79,80,45,71,51,71,59,73,75,70,67,71,46,66,66,7,12,11,6,9
Marcos TÃ©bar,Spain,5,CDM,69,185,77,1,31,1,1,3,2,69,58,58,50,72,76,64,62,68,69,69,54,71,70,55,53,70,76,54,58,63,48,69,49,63,42,40,60,36,13,6,6,7,13
Craig Morgan,Wales,2,CB,69,187,89,1,31,1,1,3,2,55,21,67,66,68,59,57,39,66,49,64,31,58,60,29,32,67,90,32,29,81,73,46,24,20,19,44,43,32,13,13,10,10,10
Adam Le Fondre,England,9,ST,69,175,73,1,30,2,0,3,2,69,63,19,14,21,47,69,70,34,66,71,56,65,53,75,74,70,60,77,70,75,60,66,74,62,66,53,79,70,6,8,6,7,16
Andrew Crofts,Wales,5,CM,69,175,73,1,32,2,2,3,2,68,61,64,71,72,75,70,66,57,68,69,64,72,68,55,55,77,70,71,57,64,66,76,60,68,62,52,67,67,9,6,11,12,6
Tim Matthys,Belgium,6,RM,69,180,76,1,33,2,1,3,3,68,69,62,59,63,63,64,71,65,73,72,71,69,67,58,61,75,63,68,67,67,60,70,68,69,73,71,70,63,16,12,11,11,10
Danny Graham,England,9,ST,69,183,87,1,31,2,1,3,2,71,63,45,41,43,64,68,70,22,64,72,63,62,64,46,49,66,77,55,63,72,70,74,71,67,57,33,69,60,13,11,14,8,7
Tom Van Hyfte,Belgium,5,CM,69,187,68,0,30,1,1,3,3,70,67,54,48,45,48,69,60,58,69,68,68,74,70,59,62,73,63,60,63,58,34,63,64,65,73,68,49,60,12,16,14,6,16
Billy Sharp,England,9,ST,69,175,70,1,31,1,1,3,3,66,67,24,30,34,71,70,70,33,65,70,47,56,54,69,68,66,76,73,70,80,64,72,70,66,67,55,74,70,11,7,11,8,8
James Perch,England,3,RB,69,180,80,1,31,1,1,3,2,64,63,72,72,71,71,66,61,69,61,64,65,65,64,66,64,71,66,71,62,71,68,53,49,44,47,37,51,42,9,10,9,7,8
Andrew Davies,England,2,CB,69,191,82,1,32,1,2,3,2,45,34,65,65,71,78,60,30,65,30,62,23,52,53,66,66,80,82,55,58,75,71,31,22,27,22,31,21,23,14,9,12,12,7
Sinan Bolat,Turkey,0,GK,69,190,79,1,28,1,1,3,1,21,17,12,13,14,16,69,17,11,37,51,15,33,38,47,42,26,72,43,51,65,30,21,12,11,19,11,28,13,67,69,71,67,70
Piotr Leciejewski,Poland,0,GK,69,194,88,1,32,1,1,3,1,21,11,7,9,10,40,66,11,22,49,54,10,29,33,53,52,30,76,40,57,57,9,22,13,11,15,11,25,12,67,70,65,70,69
Luca Pagliarulo,Italy,2,CB,69,184,78,1,33,1,2,3,2,55,28,72,67,73,65,62,57,67,15,73,15,51,43,34,50,50,71,56,48,63,74,33,15,14,15,12,43,17,8,6,9,5,5
Joan Hartock,France,0,GK,69,190,88,1,30,1,1,3,1,15,13,12,11,12,23,64,12,27,13,22,11,22,34,55,38,30,68,44,57,54,15,18,11,11,12,12,18,14,69,70,66,66,68
Robinson Zapata,Colombia,0,GK,69,184,85,1,38,1,1,2,1,21,16,12,9,8,41,65,11,27,48,51,13,22,21,45,40,20,70,33,46,58,14,72,12,18,13,22,61,8,71,66,69,70,64
Daniel Pavlovic,Switzerland,1,LB,69,183,77,0,28,1,1,3,2,68,66,69,66,70,66,63,68,66,68,62,72,73,70,69,68,75,65,55,62,62,62,67,29,37,67,70,52,44,10,15,14,7,15
Jorge Carranza,Argentina,0,GK,69,185,88,1,35,1,1,3,1,16,20,11,17,13,32,71,16,16,50,24,15,12,11,25,24,36,79,27,25,69,12,24,12,12,13,25,20,15,66,65,72,71,69
Pablo Ledesma,Argentina,5,CM,69,178,79,1,33,1,1,3,2,65,67,58,64,65,74,71,60,62,69,73,63,80,66,60,50,71,73,67,65,65,64,64,47,55,58,59,64,58,11,10,8,9,9
Jan Mauersberger,Germany,2,CB,69,194,93,0,31,1,1,4,2,49,20,68,69,71,71,63,22,60,45,61,27,58,44,35,42,61,82,39,33,53,77,46,22,23,21,25,33,26,13,7,14,6,8
Jamie Mackie,Scotland,6,RM,69,173,71,1,31,2,2,3,3,67,69,53,53,59,76,71,70,49,62,63,63,66,51,76,72,91,70,75,70,73,68,68,68,64,60,42,71,59,7,10,7,15,13
Jorge Estrada,Mexico,3,RB,69,167,67,1,33,0,1,3,2,68,65,68,66,68,67,68,63,67,55,74,67,65,60,81,79,75,38,87,84,80,46,65,36,60,61,49,51,50,14,15,13,11,11
Richy,Spain,2,CB,69,184,80,1,32,1,1,3,2,63,31,68,69,66,67,61,32,72,50,56,43,61,54,52,53,56,72,53,64,80,72,68,39,67,37,67,45,21,15,14,13,10,15
Cristian Lucchetti,Argentina,0,GK,69,182,69,1,38,1,1,3,1,35,32,16,13,22,40,69,32,17,51,31,13,34,32,40,45,35,55,45,41,62,33,40,30,15,27,30,67,22,62,70,75,62,75
Yuji Nakazawa,Japan,2,CB,69,187,78,1,39,1,1,3,2,63,48,64,64,66,74,66,34,65,66,52,60,62,63,32,33,43,85,52,37,54,77,68,40,21,51,35,31,47,9,10,7,9,8
Juan Carlos Valenzuela,Mexico,2,CB,69,177,72,1,32,0,1,3,2,57,50,69,69,69,69,63,38,67,55,68,56,60,50,65,64,60,75,60,62,80,67,55,35,34,41,48,53,51,16,13,10,15,16
Carlos AdriÃ¡n Morales,Mexico,1,LB,69,173,70,0,37,2,1,2,2,71,69,69,66,69,63,60,57,64,65,66,74,73,71,66,70,69,67,68,79,64,59,77,55,73,74,76,71,55,15,8,6,11,9
Karim Haggui,Tunisia,2,CB,69,190,86,1,33,1,1,3,2,55,36,70,56,71,74,71,18,69,42,64,40,61,55,34,33,55,83,45,48,57,74,59,23,34,38,38,38,29,8,13,15,9,12
Joe Lewis,England,0,GK,69,198,87,1,29,1,1,3,1,21,11,18,13,12,34,63,16,23,31,62,11,23,33,55,57,35,70,44,59,74,13,23,19,13,18,19,18,15,65,75,62,63,75
Luis Gabriel Rey,Colombia,9,ST,69,184,85,0,37,1,0,3,3,69,66,22,22,30,60,65,73,39,69,74,61,67,59,50,44,52,75,49,55,77,70,71,71,67,62,62,75,64,12,8,11,16,7
Andrea Orlandi,Spain,5,CAM,69,180,78,0,32,1,1,2,3,70,67,37,44,50,43,68,66,45,71,73,68,71,69,65,64,61,57,63,67,65,63,69,65,67,71,67,58,63,8,14,6,10,16
Steven De Petter,Belgium,5,CDM,69,181,76,0,31,1,2,4,2,64,47,65,67,69,77,67,64,74,66,68,54,67,63,54,53,73,69,67,63,65,72,68,57,59,34,58,66,44,11,10,12,7,15
Piotr Celeban,Poland,2,CB,69,181,76,1,31,2,1,3,2,47,55,68,65,67,73,71,61,67,44,61,56,53,55,65,71,85,72,70,73,91,76,61,58,50,36,31,54,56,14,10,8,9,10
Richard Stearman,England,2,CB,69,191,76,1,29,1,1,3,2,57,45,66,68,67,79,66,42,67,36,46,45,63,53,54,57,66,74,50,58,70,68,50,33,43,32,33,48,30,16,9,11,10,6
Adessoye Oyewole,Russia,2,CB,69,188,83,1,34,2,1,3,2,41,46,68,65,69,68,62,46,71,54,66,36,63,54,61,60,71,77,59,63,73,74,53,42,31,33,45,36,43,8,15,10,6,10
Ronald Raldes,Bolivia,2,CB,69,180,78,1,35,1,1,3,2,57,41,71,70,70,74,66,26,65,48,64,25,56,33,47,46,53,75,58,59,58,72,74,36,47,32,51,77,19,12,16,11,8,13
Cristian Nasuti,Argentina,2,CB,69,181,84,1,34,1,1,3,2,48,42,71,65,68,75,64,46,70,42,58,48,56,60,31,31,46,78,60,43,74,75,64,28,42,49,60,48,38,16,9,7,11,6
Johnnie Jackson,England,5,CM,69,185,81,0,34,1,1,3,3,70,56,56,66,65,27,63,67,52,73,65,74,68,75,52,44,69,66,53,71,33,59,75,61,74,54,75,73,68,13,10,11,6,13
Johan LÃ¦dre BjÃ¸rdal,Norway,2,CB,69,188,83,1,30,1,1,2,2,62,40,66,64,67,70,65,44,68,57,72,44,62,66,64,65,75,81,57,57,70,68,67,32,52,25,27,34,31,10,16,6,13,10
Olivier OccÃ©an,Canada,9,ST,69,185,86,1,35,2,1,3,2,63,58,23,25,34,71,66,68,40,60,68,58,66,34,57,70,75,90,65,60,84,74,77,66,63,53,41,70,61,9,6,12,15,15
Philipp Netzer,Austria,2,CB,69,188,80,0,31,1,2,3,2,65,59,71,69,70,66,49,40,68,58,66,46,70,65,67,65,74,72,60,46,46,73,70,38,54,37,43,35,43,11,10,6,9,9
Simon Busk Poulsen,Denmark,1,LB,69,184,76,0,32,2,0,2,2,68,69,61,67,69,74,68,71,63,69,66,70,68,64,69,73,75,65,69,64,76,64,66,44,52,64,65,52,45,14,7,13,7,9
Johan Absalonsen,Denmark,4,LM,69,178,76,0,31,2,2,3,3,70,67,37,33,43,71,67,68,51,64,73,65,65,63,81,81,73,66,76,68,62,52,69,62,58,68,62,66,62,7,11,9,7,9
Mikkel Rask,Denmark,2,CB,69,185,70,1,33,1,2,2,2,51,47,68,68,68,55,63,30,64,50,50,64,64,63,51,50,75,80,53,53,84,78,42,19,38,35,43,24,25,9,15,15,9,7
Kari Arkivuo,Finland,1,LB,69,177,72,1,33,2,1,4,3,66,67,69,67,66,84,70,49,67,58,73,70,61,62,74,67,87,65,82,80,84,41,70,40,62,65,58,55,55,3,3,3,3,3
Kevin Doyle,Republic of Ireland,9,ST,69,183,81,1,33,2,2,3,3,68,65,23,34,35,71,68,71,45,64,71,62,67,47,69,69,73,65,66,68,80,74,69,65,65,68,61,72,67,9,8,6,13,9
Paolo Sammarco,Italy,5,CM,69,183,75,1,34,1,1,3,2,70,66,56,58,66,60,71,63,64,65,70,60,69,72,70,69,69,69,66,70,71,58,68,45,70,60,56,60,60,13,5,11,8,10
Andrei PrepeliÅ£Äƒ,Romania,5,CM,69,179,74,1,31,1,1,3,2,70,67,64,65,66,66,71,60,67,59,54,69,74,71,64,62,73,76,52,55,53,62,69,62,66,58,61,63,55,10,14,15,10,10
Oleg Vlasov,Russia,5,CAM,69,177,73,0,32,2,1,3,2,69,66,53,50,53,66,67,57,62,68,56,75,75,72,79,74,92,64,72,71,72,69,67,65,65,52,61,60,47,16,12,16,15,9
Alexandr Pavlenko,Russia,5,CAM,69,175,64,1,32,1,1,4,3,72,71,55,14,18,64,60,62,57,67,63,64,73,69,68,65,68,39,82,80,61,47,61,61,64,75,70,60,44,14,8,9,15,6
Alexandr Dantsev,Russia,1,LB,69,178,74,0,32,1,1,4,3,66,65,70,66,73,57,68,55,68,54,48,72,73,65,73,67,75,69,72,72,63,34,66,60,54,58,32,38,59,16,9,6,10,16
Diniyar Bilyaletdinov,Russia,5,CAM,69,185,77,0,32,1,0,4,3,72,70,52,33,43,47,57,67,41,68,71,70,72,71,60,56,60,70,58,71,67,64,82,64,75,65,70,72,63,8,10,8,16,12
Codina,Spain,0,GK,69,189,81,1,34,1,1,3,1,27,15,13,17,12,29,66,11,14,15,23,14,14,13,43,34,38,67,42,28,57,12,13,12,13,13,13,13,12,66,70,73,68,67
JosÃ© Juan,Spain,0,GK,69,182,82,0,38,1,1,2,1,25,21,13,12,11,34,66,12,17,33,48,20,43,46,46,55,42,62,65,59,71,15,25,11,20,11,11,15,14,64,78,68,65,67
Corona,Spain,5,CDM,69,175,69,1,36,1,1,4,3,66,61,60,65,69,71,62,61,65,77,84,78,78,79,44,42,44,65,73,60,34,43,52,58,61,81,79,73,57,9,13,10,6,10
Yekta KurtuluÅŸ,Turkey,5,CM,69,175,70,1,31,1,1,4,3,69,70,69,65,66,68,66,67,68,66,66,64,68,65,66,65,73,62,76,69,71,64,75,69,70,70,64,55,68,6,8,16,14,8
AydÄ±n YÄ±lmaz,Turkey,6,RM,69,176,69,1,29,2,1,4,3,71,75,22,23,25,46,59,58,34,63,58,67,73,68,79,77,54,69,81,78,77,31,69,57,68,62,56,57,59,11,15,16,10,9
SebastiÃ¡n DomÃ­nguez,Argentina,2,CB,69,184,85,1,36,1,1,3,2,56,52,70,67,69,79,65,46,69,41,76,36,60,61,39,52,34,78,52,46,68,63,67,30,62,65,67,43,38,12,9,9,8,15
Lucas Lobos,Mexico,5,CAM,69,176,75,1,35,2,0,3,4,72,69,18,23,34,50,60,70,50,72,73,69,72,71,58,55,30,60,61,63,63,55,73,62,66,70,72,74,61,14,7,9,14,9
Ismael Blanco,Argentina,9,ST,69,179,78,1,34,1,0,3,3,71,70,42,39,34,56,68,74,42,57,62,63,67,64,54,55,66,56,70,68,75,72,74,68,65,66,57,80,69,8,11,6,9,6
SebastiÃ¡n Saja,Argentina,0,GK,69,188,84,0,37,1,1,3,1,26,17,13,11,11,34,62,13,11,47,47,13,23,24,23,33,36,77,35,56,57,15,57,14,16,13,12,74,14,75,66,64,74,63
Mariano GonzÃ¡lez,Argentina,4,LM,69,175,80,1,35,2,0,4,3,71,74,50,49,55,77,66,65,60,71,73,71,70,69,68,64,32,70,76,70,61,65,78,69,75,65,71,60,65,14,15,8,10,8
Nelson BenÃ­tez,Argentina,1,LB,69,179,79,0,32,1,1,3,2,64,57,71,79,71,68,71,58,66,58,59,69,53,67,75,67,62,76,63,72,65,55,52,35,54,65,51,53,66,16,7,16,9,16
Reynald LemaÃ®tre,France,1,LB,69,175,68,0,33,1,2,3,3,66,61,70,74,75,67,65,37,68,60,74,72,65,62,61,55,62,57,73,65,70,69,65,45,64,54,54,59,60,12,6,12,12,15
Mihael MikiÄ‡,Croatia,6,RM,69,177,68,1,37,2,1,4,3,72,73,46,57,52,55,66,67,56,69,60,76,70,67,68,69,57,61,68,74,57,39,64,49,59,70,57,59,55,14,15,16,8,9
Mitsuo Ogasawara,Japan,5,CM,70,173,72,1,37,1,1,4,3,74,73,50,55,53,56,62,67,56,70,67,70,77,71,33,36,58,66,74,68,63,60,74,69,75,77,81,77,57,7,8,14,12,10
Vicente SÃ¡nchez,Uruguay,8,RW,69,170,66,0,37,2,1,4,4,69,68,22,20,18,41,69,69,38,67,74,69,67,65,76,78,34,55,75,81,78,58,74,64,69,71,71,75,69,10,11,7,15,6
Sinha,Mexico,5,CAM,69,165,64,1,40,1,0,4,3,74,70,23,12,47,52,66,67,34,70,68,66,67,70,52,53,48,63,79,67,68,58,65,68,66,76,60,65,65,7,7,11,12,6
Aldo De Nigris,Mexico,9,ST,69,185,84,1,33,2,1,3,2,66,59,32,29,39,74,71,71,40,54,78,51,66,55,41,50,63,88,51,59,75,77,71,68,64,61,55,64,63,7,10,13,16,6
Glenn Loovens,Netherlands,2,CB,69,190,74,0,33,0,1,5,2,53,46,67,66,72,74,54,17,68,35,65,42,65,57,43,50,60,80,49,34,52,73,52,21,19,38,12,24,26,8,9,12,14,11
Joris Marveaux,France,5,CDM,69,179,72,1,34,1,1,3,2,63,58,70,75,71,75,68,63,71,62,70,60,67,66,48,53,65,69,71,63,72,65,67,40,66,53,40,65,34,10,8,13,8,6
Craig Conway,Scotland,4,LM,69,176,67,1,31,2,1,4,3,66,72,31,41,51,61,62,62,38,64,67,77,68,65,70,69,78,62,79,78,54,40,61,59,69,73,67,56,59,12,15,16,16,9
Davide CallÃ ,Switzerland,6,RM,69,176,79,1,32,2,1,3,3,70,70,23,23,33,66,60,72,42,56,56,70,65,59,70,74,77,82,68,71,62,49,68,70,62,68,61,71,65,14,6,12,16,12
FabiÃ¡n Vargas,Colombia,5,CDM,69,177,72,1,36,1,1,3,2,70,68,69,67,71,71,70,66,65,66,67,60,73,71,54,55,49,65,73,68,83,72,70,57,66,71,65,63,65,9,15,11,12,7
Clemente RodrÃ­guez,Argentina,1,LB,69,167,65,1,35,2,1,4,3,66,64,65,72,72,72,64,58,67,63,74,71,66,62,76,68,74,64,77,69,79,42,65,58,51,46,53,48,53,15,16,10,11,13
Matteo Contini,Italy,2,CB,69,182,83,0,36,0,2,3,2,51,41,71,65,68,71,66,19,71,18,61,31,51,51,50,51,55,79,55,53,78,69,33,26,23,26,53,24,15,5,11,5,8,6
Gino Coutinho,Netherlands,0,GK,69,180,85,1,34,1,1,2,1,33,11,14,16,18,32,65,12,12,52,51,11,20,30,55,54,40,56,44,65,73,15,37,20,14,13,11,29,16,66,73,62,65,71
Arturo Alvarez,El Salvador,6,RM,69,175,77,0,31,1,1,2,3,67,70,31,51,45,61,71,66,37,69,69,67,66,61,76,78,55,59,72,76,55,49,76,63,68,67,66,63,60,14,16,16,10,6
John Welsh,England,5,CDM,69,170,73,1,33,1,2,3,2,64,56,69,66,70,82,66,51,68,56,66,53,68,59,54,52,84,80,71,41,72,56,61,39,53,47,49,46,41,13,7,8,10,12
Davino Verhulst,Belgium,0,GK,69,194,90,1,29,1,1,3,1,30,14,11,15,12,45,61,14,23,39,42,12,27,26,56,48,37,85,53,37,61,13,13,12,13,9,14,29,14,67,71,70,69,70
Umut Bulut,Turkey,9,ST,69,184,75,1,34,2,2,3,2,60,64,35,34,35,64,70,75,38,54,45,58,57,51,61,65,66,69,44,45,59,70,76,66,65,51,49,68,65,11,9,13,16,9
Benjamin De Ceulaer,Belgium,9,ST,69,175,75,1,33,2,1,4,4,72,73,35,35,29,67,69,76,34,67,73,63,67,63,72,69,71,65,75,75,72,46,73,69,71,63,65,63,69,10,13,16,10,12
Jean II Makoun,Cameroon,5,CDM,69,173,65,1,33,1,1,3,2,66,62,67,64,62,65,71,70,72,70,73,56,70,68,64,66,69,64,81,61,85,70,62,52,56,63,42,51,60,6,16,8,8,16
Andy Lonergan,England,0,GK,69,192,87,0,33,1,1,1,1,24,11,15,14,15,28,65,8,12,32,30,12,29,27,40,41,28,56,42,50,66,15,24,14,13,12,14,16,15,66,68,60,68,72
Thomas Broich,Germany,7,LW,69,182,74,1,36,1,1,4,3,74,73,31,46,58,39,65,75,56,76,76,68,73,64,60,62,75,59,80,65,53,56,67,63,68,72,71,59,64,15,13,8,15,12
Damien Perquis,France,0,GK,69,186,82,1,31,1,1,3,1,23,15,7,19,12,39,63,14,26,28,43,10,34,34,46,50,34,56,60,54,51,16,16,10,8,12,12,19,10,71,66,64,68,72
SÃ©bastien Roudet,France,5,CAM,69,174,71,0,35,2,1,2,3,74,68,41,48,55,67,63,63,53,70,72,72,70,70,65,68,58,62,73,76,32,45,64,58,69,77,73,70,72,6,14,7,15,13
Robert Wulnikowski,Poland,0,GK,69,192,92,1,39,1,1,3,1,24,18,23,13,16,41,65,15,17,39,60,18,24,24,22,30,18,78,22,14,45,30,11,12,20,11,9,20,13,73,68,58,67,70
Edu Albacar,Spain,1,LB,69,177,71,0,37,2,1,2,2,73,66,69,66,69,72,59,54,71,70,84,83,70,76,59,66,64,70,69,59,57,49,84,59,79,80,86,80,64,7,16,15,15,9
Veroljub SalatiÄ‡,Switzerland,5,CDM,69,186,86,1,31,1,1,3,2,66,58,65,66,70,74,70,64,70,69,76,58,63,66,63,53,65,81,64,64,62,62,66,48,57,51,61,61,47,8,10,15,16,15
Christian Grindheim,Norway,5,CM,69,179,74,1,33,1,2,4,2,69,62,49,51,55,63,66,62,66,70,77,65,75,69,50,43,71,72,76,56,63,63,70,49,65,69,68,55,62,11,8,9,6,16
Karl Henry,England,5,CDM,69,185,80,1,34,1,1,3,2,65,63,70,70,67,81,63,57,70,58,70,62,68,63,50,52,67,80,59,50,72,57,70,51,64,52,42,45,46,15,15,9,12,10
Lee Grant,England,0,GK,69,193,83,1,34,1,1,4,1,20,11,12,19,13,42,67,14,23,56,59,19,26,24,56,49,37,69,45,63,71,14,24,17,19,17,19,20,15,69,71,69,61,70
Gordon Greer,Scotland,2,CB,69,192,84,1,36,0,1,3,2,57,49,70,67,70,78,55,37,68,43,62,38,65,69,32,31,32,77,47,52,48,72,26,26,21,24,51,28,26,7,11,15,16,14
Paulo Lopes,Portugal,0,GK,69,186,80,1,38,1,1,2,1,14,17,14,19,15,30,60,10,18,36,39,14,32,33,38,43,32,68,56,58,75,12,18,12,9,17,11,20,14,69,68,60,75,66
Anton Ferdinand,England,2,CB,68,183,71,1,32,0,1,4,2,46,51,68,68,69,67,65,25,68,52,65,43,53,59,62,64,63,73,60,62,81,70,55,35,43,44,42,51,42,7,7,12,11,14
Steffen Hofmann,Germany,5,CAM,69,173,72,1,36,1,1,4,3,73,71,23,54,55,66,61,55,56,74,71,73,73,71,63,50,52,61,80,77,71,57,67,64,65,77,77,78,64,14,9,12,16,13
Stefan Kulovits,Austria,5,CDM,69,177,70,1,33,1,2,3,2,63,59,73,73,69,87,74,37,67,51,64,48,62,53,67,54,90,64,76,77,77,58,61,51,65,55,40,47,43,12,13,8,16,16
Camacho,Spain,5,CAM,69,181,75,0,36,1,1,2,3,69,68,49,55,59,68,72,73,61,74,72,72,76,75,32,39,43,68,57,36,41,68,78,70,71,80,77,86,57,15,9,8,7,10
Kalu Uche,Nigeria,9,ST,69,179,79,1,34,1,1,4,3,65,64,27,29,40,63,66,70,28,58,74,53,66,48,73,74,39,76,74,80,87,70,78,64,59,57,60,65,64,12,11,10,14,8
Mijat MariÄ‡,Switzerland,2,CB,69,188,83,1,32,0,1,4,2,59,38,69,67,70,74,53,44,71,45,62,39,53,52,43,33,71,78,58,34,65,72,70,47,57,52,58,75,40,14,13,13,8,6
Chris Brunt,Northern Ireland,1,LB,69,187,85,0,32,1,1,2,3,75,76,65,62,70,67,72,69,65,73,60,86,79,78,68,55,60,60,63,65,76,61,86,67,79,86,70,74,58,16,11,6,13,7
Bruno Grougi,France,5,CM,69,173,70,1,32,1,1,3,3,69,63,40,36,52,63,67,63,66,71,80,72,73,70,68,68,60,57,86,76,31,36,71,64,70,72,73,78,65,7,8,9,16,15
Souleymane Camara,Senegal,9,ST,69,174,75,1,34,1,1,3,2,72,67,51,46,51,65,63,68,51,67,68,72,70,63,60,60,48,60,79,77,71,70,75,70,74,55,54,73,74,14,8,14,11,10
Cristian Zaccardo,Italy,3,RB,69,184,77,1,35,1,1,3,2,66,64,67,66,71,69,63,59,72,53,74,68,71,64,70,70,64,73,62,63,73,70,51,34,41,61,42,57,29,5,5,5,3,3
Thomas Kahlenberg,Denmark,5,CM,69,183,77,1,34,1,1,4,3,70,67,51,45,48,66,71,62,54,73,72,71,72,71,58,54,81,64,71,67,76,62,68,54,64,69,66,59,65,7,7,13,12,6
Andrea Caracciolo,Italy,9,ST,69,194,80,1,35,1,0,4,2,69,55,16,20,32,48,69,75,20,48,75,40,60,30,50,60,54,90,32,30,82,83,55,75,41,44,50,78,70,8,10,12,15,10
Christian Tiffert,Germany,5,CM,69,183,80,1,35,2,1,3,3,71,68,57,61,64,69,69,66,59,70,77,70,69,69,72,66,71,68,74,73,54,51,75,60,68,77,72,58,62,15,16,15,12,15
Kevin McNaughton,Scotland,3,RB,69,178,66,1,34,1,2,4,2,65,61,72,67,69,61,67,37,70,59,73,64,64,62,64,74,75,64,75,63,73,64,61,50,45,61,28,48,60,10,13,12,16,13
Ryan Taylor,England,3,RB,69,178,70,1,32,1,1,3,2,74,65,68,69,70,77,71,66,72,63,70,83,70,73,54,43,61,62,74,63,66,59,84,49,74,86,81,54,57,6,14,6,9,8
Arkadiusz GÅ‚owacki,Poland,2,CB,69,186,78,1,38,1,2,3,2,63,62,63,73,64,70,61,23,72,53,63,60,60,71,30,31,33,86,59,61,54,70,57,40,65,52,65,48,54,11,10,13,6,11
Meyong,Cameroon,9,ST,69,184,78,1,36,1,0,4,2,67,62,35,42,51,53,60,70,46,63,74,55,65,61,60,59,50,73,67,70,73,74,77,71,64,66,65,80,67,6,6,8,6,14
Wes Brown,England,2,CB,69,185,77,1,37,1,2,3,2,61,52,68,64,68,75,58,47,72,48,63,49,64,59,34,38,34,73,62,43,75,69,44,23,22,47,25,46,32,9,15,16,13,12
Jussi JÃ¤Ã¤skelÃ¤inen,Finland,0,GK,69,191,80,1,41,1,1,2,1,24,11,12,12,13,26,65,5,13,21,57,13,25,24,34,36,30,65,35,23,58,11,27,10,12,13,17,35,11,72,70,69,67,62
David Vaughan,Wales,5,CDM,69,168,70,0,34,1,2,3,3,70,64,65,64,69,73,67,55,68,73,77,68,74,70,34,32,47,57,90,59,74,58,70,59,73,68,67,66,57,9,6,10,9,7
Guy Demel,Ivory Coast,5,CDM,67,189,93,1,35,1,1,3,2,66,67,67,67,70,76,63,56,66,61,65,65,64,65,55,58,56,85,56,44,60,67,72,22,48,52,42,55,55,8,7,16,13,7
Luis GarcÃ­a,Spain,5,CM,69,177,69,1,36,1,1,3,3,72,69,37,42,46,71,65,72,63,69,75,68,72,71,57,55,65,60,72,62,64,61,71,64,65,76,73,75,68,11,9,13,12,11
Volodymyr Kostevych,Ukraine,1,LB,68,174,66,0,24,2,1,3,2,62,64,66,65,70,59,66,58,59,49,47,65,64,48,86,82,70,51,69,72,54,44,72,47,74,60,59,31,31,11,8,10,11,7
JosÃ© LeguizamÃ³n,Paraguay,2,CB,68,180,78,1,25,1,1,3,2,47,36,65,69,70,72,65,29,71,32,47,34,48,31,66,69,64,66,77,57,83,68,65,42,32,35,60,58,31,14,6,14,13,8
Ognjen GnjatiÄ‡,Bosnia Herzegovina,5,CDM,68,190,88,1,25,1,2,2,2,65,57,62,60,70,75,64,42,68,44,64,45,70,66,55,62,75,86,46,48,59,58,66,32,35,44,35,40,22,7,7,7,11,5
Antonio Mlinar Delamea,Slovenia,2,CB,68,183,73,1,25,0,2,3,2,47,33,69,67,73,79,67,25,66,27,41,26,57,51,71,66,70,63,61,59,71,58,44,29,29,28,22,39,26,13,6,14,8,6
Erwan Quintin,France,1,LB,68,180,76,0,33,1,1,3,2,68,56,63,66,63,55,63,61,66,66,65,70,69,41,68,66,86,62,62,59,46,53,52,48,56,64,44,48,50,7,8,11,11,13
Enzio JuliÃ£o,Brazil,9,ST,68,185,78,1,33,1,1,3,3,69,66,49,42,39,58,65,72,32,68,55,37,63,51,71,76,72,67,68,72,59,65,58,70,62,47,48,61,59,11,8,8,13,9
